mode,batch_size,min,max,avg,median
PREFETCH_L2,10,65,423,87,65
PREFETCH_L2,11,65,455,85,65
PREFETCH_L2,12,65,455,84,65
PREFETCH_L2,13,65,423,87,65
PREFETCH_L2,14,65,423,83,65
PREFETCH_L2,15,65,455,90,65
PREFETCH_L2,16,65,423,84,65
PREFETCH_L2,17,65,423,90,65
PREFETCH_L2,18,65,423,93,97
PREFETCH_L2,19,65,455,92,97
PREFETCH_L2,20,65,455,92,97
PREFETCH_L2,21,65,520,92,97
PREFETCH_L2,22,65,455,98,97
PREFETCH_L2,23,65,455,94,97
PREFETCH_L2,24,65,423,93,97
PREFETCH_L2,25,65,455,100,97
PREFETCH_L2,26,65,455,92,97
PREFETCH_L2,27,65,715,102,97
PREFETCH_L2,28,65,455,98,98
PREFETCH_L2,29,65,455,101,97
PREFETCH_L2,30,65,715,107,97
PREFETCH_L2,31,65,455,103,97
PREFETCH_L2,32,65,455,108,97
PREFETCH_L2,33,97,455,105,97
PREFETCH_L2,34,97,455,109,98
PREFETCH_L2,35,97,455,109,98
PREFETCH_L2,36,97,455,108,98
PREFETCH_L2,37,97,487,112,98
PREFETCH_L2,38,97,455,111,98
PREFETCH_L2,39,97,455,116,98
PREFETCH_L2,40,97,455,115,98
PREFETCH_L2,41,97,488,123,98
PREFETCH_L2,42,97,455,121,98
PREFETCH_L2,43,97,455,120,130
PREFETCH_L2,44,97,455,125,130
PREFETCH_L2,45,97,487,124,130
PREFETCH_L2,46,97,488,128,130
PREFETCH_L2,47,97,455,130,130
PREFETCH_L2,48,97,455,128,130
PREFETCH_L2,49,97,455,133,130
PREFETCH_L2,50,97,488,131,130
PREFETCH_L2,51,97,487,136,130
PREFETCH_L2,52,97,487,136,130
PREFETCH_L2,53,130,455,140,130
PREFETCH_L2,54,130,552,143,130
PREFETCH_L2,55,130,487,139,130
PREFETCH_L2,56,130,455,143,130
PREFETCH_L2,57,130,455,144,130
PREFETCH_L2,58,130,487,147,130
PREFETCH_L2,59,130,488,149,130
PREFETCH_L2,60,130,455,149,130
