mode,batch_size,min,max,avg,median
PREFETCH_NTA,10,65,423,86,65
PREFETCH_NTA,11,65,422,81,65
PREFETCH_NTA,12,65,423,90,65
PREFETCH_NTA,13,65,455,85,65
PREFETCH_NTA,14,65,455,86,65
PREFETCH_NTA,15,65,423,86,65
PREFETCH_NTA,16,65,455,91,65
PREFETCH_NTA,17,65,487,90,65
PREFETCH_NTA,18,65,455,88,97
PREFETCH_NTA,19,65,747,96,97
PREFETCH_NTA,20,65,455,90,97
PREFETCH_NTA,21,65,423,102,97
PREFETCH_NTA,22,97,455,368,358
PREFETCH_NTA,23,357,422,369,358
PREFETCH_NTA,24,357,27105,639,358
PREFETCH_NTA,25,357,455,372,358
PREFETCH_NTA,26,357,455,374,358
PREFETCH_NTA,27,357,423,375,390
PREFETCH_NTA,28,357,455,377,390
PREFETCH_NTA,29,357,455,379,390
PREFETCH_NTA,30,357,422,379,390
PREFETCH_NTA,31,357,455,380,390
PREFETCH_NTA,32,357,455,384,390
PREFETCH_NTA,33,357,455,384,390
PREFETCH_NTA,34,357,455,385,390
PREFETCH_NTA,35,325,423,387,390
PREFETCH_NTA,36,357,455,389,390
PREFETCH_NTA,37,260,455,390,390
PREFETCH_NTA,38,357,487,392,390
PREFETCH_NTA,39,357,455,395,390
PREFETCH_NTA,40,390,14137,537,390
PREFETCH_NTA,41,358,30842,702,390
PREFETCH_NTA,42,390,423,396,390
PREFETCH_NTA,43,357,455,398,390
PREFETCH_NTA,44,390,455,399,390
PREFETCH_NTA,45,390,455,404,390
PREFETCH_NTA,46,260,455,400,390
PREFETCH_NTA,47,390,553,406,390
PREFETCH_NTA,48,390,487,407,390
PREFETCH_NTA,49,390,585,406,390
PREFETCH_NTA,50,390,520,407,390
PREFETCH_NTA,51,390,552,407,390
PREFETCH_NTA,52,390,553,414,422
PREFETCH_NTA,53,390,552,413,422
PREFETCH_NTA,54,390,585,411,422
PREFETCH_NTA,55,390,585,415,422
PREFETCH_NTA,56,390,27853,685,422
PREFETCH_NTA,57,390,21905,630,422
PREFETCH_NTA,58,390,585,415,422
PREFETCH_NTA,59,390,715,418,422
PREFETCH_NTA,60,390,585,418,422
