mode,batch_size,min,max,avg,median
PREFETCH_L1,10,65,585,87,65
PREFETCH_L1,11,65,390,81,65
PREFETCH_L1,12,65,423,86,65
PREFETCH_L1,13,65,422,86,65
PREFETCH_L1,14,65,715,89,65
PREFETCH_L1,15,65,455,90,65
PREFETCH_L1,16,65,780,91,97
PREFETCH_L1,17,65,455,91,97
PREFETCH_L1,18,65,423,89,65
PREFETCH_L1,19,65,422,90,97
PREFETCH_L1,20,65,520,93,97
PREFETCH_L1,21,65,423,97,97
PREFETCH_L1,22,357,650,365,358
PREFETCH_L1,23,357,650,374,358
PREFETCH_L1,24,357,618,373,358
PREFETCH_L1,25,357,780,373,358
PREFETCH_L1,26,357,18493,555,390
PREFETCH_L1,27,357,617,380,390
PREFETCH_L1,28,357,423,374,358
PREFETCH_L1,29,357,423,377,390
PREFETCH_L1,30,357,28632,658,390
PREFETCH_L1,31,357,520,381,390
PREFETCH_L1,32,357,455,381,390
PREFETCH_L1,33,357,455,380,390
PREFETCH_L1,34,357,812,385,390
PREFETCH_L1,35,357,455,385,390
PREFETCH_L1,36,357,455,389,390
PREFETCH_L1,37,357,423,389,390
PREFETCH_L1,38,357,15990,546,390
PREFETCH_L1,39,357,29283,681,390
PREFETCH_L1,40,357,617,397,390
PREFETCH_L1,41,357,455,394,390
PREFETCH_L1,42,390,423,396,390
PREFETCH_L1,43,357,455,398,390
PREFETCH_L1,44,358,455,400,390
PREFETCH_L1,45,390,455,399,390
PREFETCH_L1,46,390,650,403,390
PREFETCH_L1,47,390,423,402,390
PREFETCH_L1,48,390,455,402,390
PREFETCH_L1,49,390,553,408,390
PREFETCH_L1,50,390,520,405,390
PREFETCH_L1,51,390,17290,574,390
PREFETCH_L1,52,390,553,405,390
PREFETCH_L1,53,390,650,408,390
PREFETCH_L1,54,390,553,408,422
PREFETCH_L1,55,390,553,409,422
PREFETCH_L1,56,390,553,411,422
PREFETCH_L1,57,390,715,414,422
PREFETCH_L1,58,390,715,416,422
PREFETCH_L1,59,390,585,415,422
PREFETCH_L1,60,390,585,417,422
