mode,batch_size,min,max,avg,median
PREFETCH_T0,10,66,320,76,73
PREFETCH_T0,11,68,110,79,74
PREFETCH_T0,12,70,148,82,76
PREFETCH_T0,13,72,150,82,78
PREFETCH_T0,14,74,130,87,84
PREFETCH_T0,15,76,198,89,84
PREFETCH_T0,16,78,128,87,84
PREFETCH_T0,17,312,390,343,342
PREFETCH_T0,18,326,392,350,350
PREFETCH_T0,19,328,392,358,358
PREFETCH_T0,20,328,406,363,363
PREFETCH_T0,21,344,408,375,376
PREFETCH_T0,22,346,438,386,384
PREFETCH_T0,23,350,422,387,388
PREFETCH_T0,24,360,434,394,392
PREFETCH_T0,25,366,438,402,404
PREFETCH_T0,26,374,472,405,404
PREFETCH_T0,27,382,462,411,409
PREFETCH_T0,28,382,454,416,415
PREFETCH_T0,29,388,456,421,420
PREFETCH_T0,30,396,604,428,426
PREFETCH_T0,31,396,648,439,436
PREFETCH_T0,32,410,716,440,436
PREFETCH_T0,33,400,680,445,441
PREFETCH_T0,34,410,712,455,448
PREFETCH_T0,35,416,634,452,450
PREFETCH_T0,36,418,734,461,454
PREFETCH_T0,37,424,728,466,456
PREFETCH_T0,38,432,774,478,464
PREFETCH_T0,39,438,736,480,466
PREFETCH_T0,40,444,730,479,468
PREFETCH_T0,41,448,710,504,482
PREFETCH_T0,42,444,762,518,484
PREFETCH_T0,43,456,740,532,494
PREFETCH_T0,44,460,744,547,503
PREFETCH_T0,45,460,776,570,528
PREFETCH_T0,46,464,760,585,578
PREFETCH_T0,47,488,772,628,650
PREFETCH_T0,48,506,760,643,657
PREFETCH_T0,49,492,820,665,674
PREFETCH_T0,50,486,788,676,680
PREFETCH_T0,51,522,790,687,689
PREFETCH_T0,52,610,814,696,701
PREFETCH_T0,53,628,808,704,700
PREFETCH_T0,54,648,814,715,715
PREFETCH_T0,55,658,876,719,712
PREFETCH_T0,56,664,814,727,726
PREFETCH_T0,57,672,818,733,728
PREFETCH_T0,58,680,848,739,736
PREFETCH_T0,59,688,852,747,747
PREFETCH_T0,60,684,826,750,748
