ht_type,label,k,rep,set_mops,fill,capacity,fill_factor,exit,status,log
3,dramblast,30,2,1538,1488477239,2147483648,0.693126,0,ok,dramblast_ht3_k30_r2_20260915-190131.log
3,dramblast,30,3,1543,1488477239,2147483648,0.693126,0,ok,dramblast_ht3_k30_r3_20260915-190131.log
3,dramblast,30,4,1539,1488477239,2147483648,0.693126,0,ok,dramblast_ht3_k30_r4_20260915-190131.log
3,dramblast,30,5,1545,1488477239,2147483648,0.693126,0,ok,dramblast_ht3_k30_r5_20260915-190131.log
3,dramblast,31,1,1527,1522525464,2147483648,0.708981,0,ok,dramblast_ht3_k31_r1_20260915-190131.log
3,dramblast,31,2,1524,1522525464,2147483648,0.708981,0,ok,dramblast_ht3_k31_r2_20260915-190131.log
3,dramblast,31,3,1530,1522525464,2147483648,0.708981,0,ok,dramblast_ht3_k31_r3_20260915-190131.log
3,dramblast,31,4,1513,1522525464,2147483648,0.708981,0,ok,dramblast_ht3_k31_r4_20260915-190131.log
3,dramblast,31,5,1525,1522525464,2147483648,0.708981,0,ok,dramblast_ht3_k31_r5_20260915-190131.log
3,dramblast,32,1,1539,1556257953,2147483648,0.724689,0,ok,dramblast_ht3_k32_r1_20260915-190131.log
3,dramblast,32,2,1548,1556257953,2147483648,0.724689,0,ok,dramblast_ht3_k32_r2_20260915-190131.log
3,dramblast,32,3,1539,1556257953,2147483648,0.724689,0,ok,dramblast_ht3_k32_r3_20260915-190131.log
3,dramblast,32,4,1544,1556257953,2147483648,0.724689,0,ok,dramblast_ht3_k32_r4_20260915-190131.log
3,dramblast,32,5,1539,1556257953,2147483648,0.724689,0,ok,dramblast_ht3_k32_r5_20260915-190131.log
8,dramhit,10,1,1501,1048575,2147483648,0.000488,0,ok,dramhit_ht8_k10_r1_20260915-190131.log
8,dramhit,10,2,1500,1048575,2147483648,0.000488,0,ok,dramhit_ht8_k10_r2_20260915-190131.log
8,dramhit,10,3,1499,1048575,2147483648,0.000488,0,ok,dramhit_ht8_k10_r3_20260915-190131.log
8,dramhit,10,4,1502,1048575,2147483648,0.000488,0,ok,dramhit_ht8_k10_r4_20260915-190131.log
8,dramhit,10,5,1502,1048575,2147483648,0.000488,0,ok,dramhit_ht8_k10_r5_20260915-190131.log
8,dramhit,11,1,1543,4194303,2147483648,0.001953,0,ok,dramhit_ht8_k11_r1_20260915-190131.log
8,dramhit,11,2,1538,4194303,2147483648,0.001953,0,ok,dramhit_ht8_k11_r2_20260915-190131.log
8,dramhit,11,3,1543,4194303,2147483648,0.001953,0,ok,dramhit_ht8_k11_r3_20260915-190131.log
8,dramhit,11,4,1543,4194303,2147483648,0.001953,0,ok,dramhit_ht8_k11_r4_20260915-190131.log
8,dramhit,11,5,1543,4194303,2147483648,0.001953,0,ok,dramhit_ht8_k11_r5_20260915-190131.log
8,dramhit,12,1,1543,16777193,2147483648,0.007812,0,ok,dramhit_ht8_k12_r1_20260915-190131.log
8,dramhit,12,2,1539,16777193,2147483648,0.007812,0,ok,dramhit_ht8_k12_r2_20260915-190131.log
8,dramhit,12,3,1541,16777193,2147483648,0.007812,0,ok,dramhit_ht8_k12_r3_20260915-190131.log
8,dramhit,12,4,1537,16777193,2147483648,0.007812,0,ok,dramhit_ht8_k12_r4_20260915-190131.log
8,dramhit,12,5,1539,16777193,2147483648,0.007812,0,ok,dramhit_ht8_k12_r5_20260915-190131.log
8,dramhit,13,1,1563,66795582,2147483648,0.031104,0,ok,dramhit_ht8_k13_r1_20260915-190131.log
8,dramhit,13,2,1565,66795582,2147483648,0.031104,0,ok,dramhit_ht8_k13_r2_20260915-190131.log
8,dramhit,13,3,1560,66795582,2147483648,0.031104,0,ok,dramhit_ht8_k13_r3_20260915-190131.log
8,dramhit,13,4,1559,66795582,2147483648,0.031104,0,ok,dramhit_ht8_k13_r4_20260915-190131.log
8,dramhit,13,5,1560,66795582,2147483648,0.031104,0,ok,dramhit_ht8_k13_r5_20260915-190131.log
8,dramhit,14,1,1568,231473900,2147483648,0.107788,0,ok,dramhit_ht8_k14_r1_20260915-190131.log
8,dramhit,14,2,1571,231473900,2147483648,0.107788,0,ok,dramhit_ht8_k14_r2_20260915-190131.log
8,dramhit,14,3,1580,231473900,2147483648,0.107788,0,ok,dramhit_ht8_k14_r3_20260915-190131.log
8,dramhit,14,4,1573,231473900,2147483648,0.107788,0,ok,dramhit_ht8_k14_r4_20260915-190131.log
8,dramhit,14,5,1571,231473900,2147483648,0.107788,0,ok,dramhit_ht8_k14_r5_20260915-190131.log
