ht_type,label,k,rep,set_mops,fill,capacity,fill_factor,exit,status,log
3,dramblast,28,2,2067,1419320396,2147483648,0.660923,0,ok,dramblast_ht3_k28_r2_20260920-142953.log
3,dramblast,28,3,1865,1419320396,2147483648,0.660923,0,ok,dramblast_ht3_k28_r3_20260920-142953.log
3,dramblast,28,4,2067,1419320396,2147483648,0.660923,0,ok,dramblast_ht3_k28_r4_20260920-142953.log
3,dramblast,28,5,1866,1419320396,2147483648,0.660923,0,ok,dramblast_ht3_k28_r5_20260920-142953.log
3,dramblast,29,1,2081,1454075972,2147483648,0.677107,0,ok,dramblast_ht3_k29_r1_20260920-142953.log
3,dramblast,29,2,2045,1454075972,2147483648,0.677107,0,ok,dramblast_ht3_k29_r2_20260920-142953.log
3,dramblast,29,3,2080,1454075972,2147483648,0.677107,0,ok,dramblast_ht3_k29_r3_20260920-142953.log
3,dramblast,29,4,2045,1454075972,2147483648,0.677107,0,ok,dramblast_ht3_k29_r4_20260920-142953.log
3,dramblast,29,5,2079,1454075972,2147483648,0.677107,0,ok,dramblast_ht3_k29_r5_20260920-142953.log
3,dramblast,30,1,2103,1488477239,2147483648,0.693126,0,ok,dramblast_ht3_k30_r1_20260920-142953.log
3,dramblast,30,2,2082,1488477239,2147483648,0.693126,0,ok,dramblast_ht3_k30_r2_20260920-142953.log
3,dramblast,30,3,2103,1488477239,2147483648,0.693126,0,ok,dramblast_ht3_k30_r3_20260920-142953.log
3,dramblast,30,4,2083,1488477239,2147483648,0.693126,0,ok,dramblast_ht3_k30_r4_20260920-142953.log
3,dramblast,30,5,2102,1488477239,2147483648,0.693126,0,ok,dramblast_ht3_k30_r5_20260920-142953.log
3,dramblast,31,1,2102,1522525464,2147483648,0.708981,0,ok,dramblast_ht3_k31_r1_20260920-142953.log
3,dramblast,31,2,2111,1522525464,2147483648,0.708981,0,ok,dramblast_ht3_k31_r2_20260920-142953.log
3,dramblast,31,3,2105,1522525464,2147483648,0.708981,0,ok,dramblast_ht3_k31_r3_20260920-142953.log
3,dramblast,31,4,2112,1522525464,2147483648,0.708981,0,ok,dramblast_ht3_k31_r4_20260920-142953.log
3,dramblast,31,5,2105,1522525464,2147483648,0.708981,0,ok,dramblast_ht3_k31_r5_20260920-142953.log
3,dramblast,32,1,2129,1556257953,2147483648,0.724689,0,ok,dramblast_ht3_k32_r1_20260920-142953.log
3,dramblast,32,2,2112,1556257953,2147483648,0.724689,0,ok,dramblast_ht3_k32_r2_20260920-142953.log
3,dramblast,32,3,2133,1556257953,2147483648,0.724689,0,ok,dramblast_ht3_k32_r3_20260920-142953.log
3,dramblast,32,4,2113,1556257953,2147483648,0.724689,0,ok,dramblast_ht3_k32_r4_20260920-142953.log
3,dramblast,32,5,2131,1556257953,2147483648,0.724689,0,ok,dramblast_ht3_k32_r5_20260920-142953.log
8,dramhit,10,1,1386,1048575,2147483648,0.000488,0,ok,dramhit_ht8_k10_r1_20260920-142953.log
8,dramhit,10,2,1286,1048575,2147483648,0.000488,0,ok,dramhit_ht8_k10_r2_20260920-142953.log
8,dramhit,10,3,1384,1048575,2147483648,0.000488,0,ok,dramhit_ht8_k10_r3_20260920-142953.log
8,dramhit,10,4,1286,1048575,2147483648,0.000488,0,ok,dramhit_ht8_k10_r4_20260920-142953.log
8,dramhit,10,5,1386,1048575,2147483648,0.000488,0,ok,dramhit_ht8_k10_r5_20260920-142953.log
8,dramhit,11,1,1274,4194303,2147483648,0.001953,0,ok,dramhit_ht8_k11_r1_20260920-142953.log
8,dramhit,11,2,1383,4194303,2147483648,0.001953,0,ok,dramhit_ht8_k11_r2_20260920-142953.log
8,dramhit,11,3,1275,4194303,2147483648,0.001953,0,ok,dramhit_ht8_k11_r3_20260920-142953.log
8,dramhit,11,4,1384,4194303,2147483648,0.001953,0,ok,dramhit_ht8_k11_r4_20260920-142953.log
8,dramhit,11,5,1274,4194303,2147483648,0.001953,0,ok,dramhit_ht8_k11_r5_20260920-142953.log
8,dramhit,12,1,1392,16777193,2147483648,0.007812,0,ok,dramhit_ht8_k12_r1_20260920-142953.log
8,dramhit,12,2,1258,16777193,2147483648,0.007812,0,ok,dramhit_ht8_k12_r2_20260920-142953.log
8,dramhit,12,3,1392,16777193,2147483648,0.007812,0,ok,dramhit_ht8_k12_r3_20260920-142953.log
8,dramhit,12,4,1257,16777193,2147483648,0.007812,0,ok,dramhit_ht8_k12_r4_20260920-142953.log
8,dramhit,12,5,1390,16777193,2147483648,0.007812,0,ok,dramhit_ht8_k12_r5_20260920-142953.log
8,dramhit,13,1,1397,66795582,2147483648,0.031104,0,ok,dramhit_ht8_k13_r1_20260920-142953.log
8,dramhit,13,2,1249,66795582,2147483648,0.031104,0,ok,dramhit_ht8_k13_r2_20260920-142953.log
8,dramhit,13,3,1401,66795582,2147483648,0.031104,0,ok,dramhit_ht8_k13_r3_20260920-142953.log
8,dramhit,13,4,1247,66795582,2147483648,0.031104,0,ok,dramhit_ht8_k13_r4_20260920-142953.log
8,dramhit,13,5,1398,66795582,2147483648,0.031104,0,ok,dramhit_ht8_k13_r5_20260920-142953.log
8,dramhit,14,1,1147,231473900,2147483648,0.107788,0,ok,dramhit_ht8_k14_r1_20260920-142953.log
8,dramhit,14,2,1285,231473900,2147483648,0.107788,0,ok,dramhit_ht8_k14_r2_20260920-142953.log
8,dramhit,14,3,1146,231473900,2147483648,0.107788,0,ok,dramhit_ht8_k14_r3_20260920-142953.log
8,dramhit,14,4,1284,231473900,2147483648,0.107788,0,ok,dramhit_ht8_k14_r4_20260920-142953.log
8,dramhit,14,5,1148,231473900,2147483648,0.107788,0,ok,dramhit_ht8_k14_r5_20260920-142953.log
8,dramhit,15,1,1429,515915132,2147483648,0.240242,0,ok,dramhit_ht8_k15_r1_20260920-142953.log
8,dramhit,15,2,1207,515915132,2147483648,0.240242,0,ok,dramhit_ht8_k15_r2_20260920-142953.log
8,dramhit,15,3,1430,515915132,2147483648,0.240242,0,ok,dramhit_ht8_k15_r3_20260920-142953.log
8,dramhit,15,4,1210,515915132,2147483648,0.240242,0,ok,dramhit_ht8_k15_r4_20260920-142953.log
8,dramhit,15,5,1430,515915132,2147483648,0.240242,0,ok,dramhit_ht8_k15_r5_20260920-142953.log
8,dramhit,16,1,1399,766033017,2147483648,0.356712,0,ok,dramhit_ht8_k16_r1_20260920-142953.log
8,dramhit,16,2,1399,766033017,2147483648,0.356712,0,ok,dramhit_ht8_k16_r2_20260920-142953.log
8,dramhit,16,3,1399,766033017,2147483648,0.356712,0,ok,dramhit_ht8_k16_r3_20260920-142953.log
8,dramhit,16,4,1400,766033017,2147483648,0.356712,0,ok,dramhit_ht8_k16_r4_20260920-142953.log
8,dramhit,16,5,1402,766033017,2147483648,0.356712,0,ok,dramhit_ht8_k16_r5_20260920-142953.log
8,dramhit,17,1,1404,921085105,2147483648,0.428914,0,ok,dramhit_ht8_k17_r1_20260920-142953.log
8,dramhit,17,2,1411,921085105,2147483648,0.428914,0,ok,dramhit_ht8_k17_r2_20260920-142953.log
8,dramhit,17,3,1401,921085105,2147483648,0.428914,0,ok,dramhit_ht8_k17_r3_20260920-142953.log
8,dramhit,17,4,1412,921085105,2147483648,0.428914,0,ok,dramhit_ht8_k17_r4_20260920-142953.log
8,dramhit,17,5,1404,921085105,2147483648,0.428914,0,ok,dramhit_ht8_k17_r5_20260920-142953.log
8,dramhit,18,1,1403,1012177031,2147483648,0.471332,0,ok,dramhit_ht8_k18_r1_20260920-142953.log
8,dramhit,18,2,1415,1012177031,2147483648,0.471332,0,ok,dramhit_ht8_k18_r2_20260920-142953.log
8,dramhit,18,3,1402,1012177031,2147483648,0.471332,0,ok,dramhit_ht8_k18_r3_20260920-142953.log
8,dramhit,18,4,1421,1012177031,2147483648,0.471332,0,ok,dramhit_ht8_k18_r4_20260920-142953.log
8,dramhit,18,5,1402,1012177031,2147483648,0.471332,0,ok,dramhit_ht8_k18_r5_20260920-142953.log
8,dramhit,19,1,1413,1072562325,2147483648,0.499451,0,ok,dramhit_ht8_k19_r1_20260920-142953.log
8,dramhit,19,2,1262,1072562325,2147483648,0.499451,0,ok,dramhit_ht8_k19_r2_20260920-142953.log
8,dramhit,19,3,1414,1072562325,2147483648,0.499451,0,ok,dramhit_ht8_k19_r3_20260920-142953.log
8,dramhit,19,4,1263,1072562325,2147483648,0.499451,0,ok,dramhit_ht8_k19_r4_20260920-142953.log
8,dramhit,19,5,1413,1072562325,2147483648,0.499451,0,ok,dramhit_ht8_k19_r5_20260920-142953.log
8,dramhit,20,1,1252,1119887688,2147483648,0.521488,0,ok,dramhit_ht8_k20_r1_20260920-142953.log
8,dramhit,20,2,1276,1119887688,2147483648,0.521488,0,ok,dramhit_ht8_k20_r2_20260920-142953.log
8,dramhit,20,3,1255,1119887688,2147483648,0.521488,0,ok,dramhit_ht8_k20_r3_20260920-142953.log
8,dramhit,20,4,1278,1119887688,2147483648,0.521488,0,ok,dramhit_ht8_k20_r4_20260920-142953.log
8,dramhit,20,5,1256,1119887688,2147483648,0.521488,0,ok,dramhit_ht8_k20_r5_20260920-142953.log
