mode,batch_size,min,max,avg,median
PREFETCH_T0,10,32,553,80,65
PREFETCH_T0,11,65,390,71,65
PREFETCH_T0,12,65,585,78,65
PREFETCH_T0,13,65,390,73,65
PREFETCH_T0,14,65,390,76,65
PREFETCH_T0,15,65,520,79,65
PREFETCH_T0,16,65,390,74,65
PREFETCH_T0,17,65,390,77,65
PREFETCH_T0,18,65,683,82,65
PREFETCH_T0,19,65,715,82,65
PREFETCH_T0,20,65,390,77,65
PREFETCH_T0,21,65,390,83,65
PREFETCH_T0,22,65,422,345,357
PREFETCH_T0,23,325,390,356,357
PREFETCH_T0,24,65,390,344,357
PREFETCH_T0,25,325,390,356,357
PREFETCH_T0,26,325,780,361,357
PREFETCH_T0,27,325,390,359,358
PREFETCH_T0,28,325,390,361,358
PREFETCH_T0,29,357,390,364,358
PREFETCH_T0,30,325,553,364,358
PREFETCH_T0,31,357,585,366,358
PREFETCH_T0,32,357,585,367,358
PREFETCH_T0,33,357,422,364,358
PREFETCH_T0,34,357,585,366,358
PREFETCH_T0,35,357,390,366,358
PREFETCH_T0,36,357,422,365,358
PREFETCH_T0,37,357,423,368,358
PREFETCH_T0,38,357,422,372,358
PREFETCH_T0,39,357,423,371,358
PREFETCH_T0,40,357,488,375,358
PREFETCH_T0,41,357,455,372,358
PREFETCH_T0,42,357,422,374,374
PREFETCH_T0,43,357,423,377,390
PREFETCH_T0,44,357,747,379,390
PREFETCH_T0,45,357,423,379,390
PREFETCH_T0,46,357,423,380,390
PREFETCH_T0,47,357,423,380,390
PREFETCH_T0,48,357,455,383,390
PREFETCH_T0,49,357,423,382,390
PREFETCH_T0,50,357,455,384,390
PREFETCH_T0,51,357,422,380,390
PREFETCH_T0,52,357,423,385,390
PREFETCH_T0,53,357,455,386,390
PREFETCH_T0,54,357,455,388,390
PREFETCH_T0,55,357,423,387,390
PREFETCH_T0,56,357,455,387,390
PREFETCH_T0,57,357,520,390,390
PREFETCH_T0,58,357,455,389,390
PREFETCH_T0,59,357,455,392,390
PREFETCH_T0,60,357,455,392,390
