mode,batch_size,min,max,avg,median
PREFETCH_NTA,10,32,390,76,65
PREFETCH_NTA,11,65,390,71,65
PREFETCH_NTA,12,65,423,75,65
PREFETCH_NTA,13,65,358,75,65
PREFETCH_NTA,14,65,390,73,65
PREFETCH_NTA,15,65,390,77,65
PREFETCH_NTA,16,65,390,76,65
PREFETCH_NTA,17,65,390,79,65
PREFETCH_NTA,18,65,390,77,65
PREFETCH_NTA,19,65,390,79,65
PREFETCH_NTA,20,65,358,82,65
PREFETCH_NTA,21,65,422,81,65
PREFETCH_NTA,22,65,552,100,65
PREFETCH_NTA,23,65,390,337,357
PREFETCH_NTA,24,325,390,357,357
PREFETCH_NTA,25,325,390,357,358
PREFETCH_NTA,26,325,520,358,357
PREFETCH_NTA,27,325,422,361,358
PREFETCH_NTA,28,325,455,359,358
PREFETCH_NTA,29,325,390,363,358
PREFETCH_NTA,30,357,423,360,358
PREFETCH_NTA,31,357,423,365,358
PREFETCH_NTA,32,357,390,364,358
PREFETCH_NTA,33,357,390,364,358
PREFETCH_NTA,34,357,488,366,358
PREFETCH_NTA,35,357,390,367,358
PREFETCH_NTA,36,357,390,365,358
PREFETCH_NTA,37,357,422,368,358
PREFETCH_NTA,38,357,390,369,358
PREFETCH_NTA,39,357,390,372,358
PREFETCH_NTA,40,357,422,372,358
PREFETCH_NTA,41,357,552,373,358
PREFETCH_NTA,42,357,423,374,374
PREFETCH_NTA,43,357,455,377,390
PREFETCH_NTA,44,357,423,379,390
PREFETCH_NTA,45,357,423,376,390
PREFETCH_NTA,46,357,455,382,390
PREFETCH_NTA,47,357,422,379,390
PREFETCH_NTA,48,357,423,384,390
PREFETCH_NTA,49,357,422,380,390
PREFETCH_NTA,50,357,423,381,390
PREFETCH_NTA,51,357,455,385,390
PREFETCH_NTA,52,357,423,386,390
PREFETCH_NTA,53,357,423,386,390
PREFETCH_NTA,54,357,423,387,390
PREFETCH_NTA,55,357,455,389,390
PREFETCH_NTA,56,357,455,388,390
PREFETCH_NTA,57,357,422,387,390
PREFETCH_NTA,58,357,455,391,390
PREFETCH_NTA,59,357,423,390,390
PREFETCH_NTA,60,357,423,391,390
