mode,batch_size,min,max,avg,median
PREFETCH_T1,10,32,357,75,65
PREFETCH_T1,11,65,390,74,65
PREFETCH_T1,12,65,390,71,65
PREFETCH_T1,13,65,390,76,65
PREFETCH_T1,14,65,358,72,65
PREFETCH_T1,15,65,390,77,65
PREFETCH_T1,16,65,390,76,65
PREFETCH_T1,17,65,390,78,65
PREFETCH_T1,18,65,423,78,65
PREFETCH_T1,19,65,487,76,65
PREFETCH_T1,20,65,390,79,65
PREFETCH_T1,21,65,390,77,65
PREFETCH_T1,22,65,390,80,65
PREFETCH_T1,23,65,390,81,65
PREFETCH_T1,24,65,390,85,65
PREFETCH_T1,25,65,390,84,65
PREFETCH_T1,26,65,358,84,65
PREFETCH_T1,27,65,390,83,65
PREFETCH_T1,28,65,390,82,65
PREFETCH_T1,29,65,455,88,65
PREFETCH_T1,30,65,390,83,65
PREFETCH_T1,31,65,390,88,65
PREFETCH_T1,32,65,390,91,97
PREFETCH_T1,33,65,390,89,97
PREFETCH_T1,34,65,390,92,97
PREFETCH_T1,35,65,390,94,97
PREFETCH_T1,36,65,390,99,97
PREFETCH_T1,37,65,390,98,97
PREFETCH_T1,38,65,390,99,97
PREFETCH_T1,39,65,390,101,97
PREFETCH_T1,40,65,423,98,97
PREFETCH_T1,41,65,390,102,97
PREFETCH_T1,42,65,585,103,97
PREFETCH_T1,43,65,390,104,97
PREFETCH_T1,44,97,390,107,97
PREFETCH_T1,45,97,422,104,97
PREFETCH_T1,46,97,423,111,98
PREFETCH_T1,47,97,422,110,98
PREFETCH_T1,48,97,422,118,98
PREFETCH_T1,49,97,423,114,98
PREFETCH_T1,50,97,650,120,98
PREFETCH_T1,51,97,390,115,98
PREFETCH_T1,52,97,423,114,98
PREFETCH_T1,53,97,423,125,130
PREFETCH_T1,54,97,390,117,98
PREFETCH_T1,55,97,422,120,98
PREFETCH_T1,56,97,423,119,114
PREFETCH_T1,57,97,455,120,98
PREFETCH_T1,58,97,423,125,130
PREFETCH_T1,59,97,422,124,130
PREFETCH_T1,60,97,423,129,130
