mode,batch_size,min,max,avg,median
PREFETCH_T1,10,60,346,72,68
PREFETCH_T1,11,60,116,72,70
PREFETCH_T1,12,64,114,73,72
PREFETCH_T1,13,64,122,75,74
PREFETCH_T1,14,68,118,78,76
PREFETCH_T1,15,66,124,79,78
PREFETCH_T1,16,70,180,84,78
PREFETCH_T1,17,362,456,405,408
PREFETCH_T1,18,362,462,408,406
PREFETCH_T1,19,362,468,413,411
PREFETCH_T1,20,124,470,412,414
PREFETCH_T1,21,180,486,415,416
PREFETCH_T1,22,376,468,419,423
PREFETCH_T1,23,376,472,420,422
PREFETCH_T1,24,374,476,420,418
PREFETCH_T1,25,380,476,421,421
PREFETCH_T1,26,380,476,423,420
PREFETCH_T1,27,378,478,425,430
PREFETCH_T1,28,384,488,422,412
PREFETCH_T1,29,388,484,429,437
PREFETCH_T1,30,386,476,429,435
PREFETCH_T1,31,392,504,432,438
PREFETCH_T1,32,382,484,433,443
PREFETCH_T1,33,390,482,430,422
PREFETCH_T1,34,390,492,432,428
PREFETCH_T1,35,388,492,434,436
PREFETCH_T1,36,394,500,436,440
PREFETCH_T1,37,398,484,441,448
PREFETCH_T1,38,402,488,439,437
PREFETCH_T1,39,396,496,441,448
PREFETCH_T1,40,394,498,444,452
PREFETCH_T1,41,396,494,442,446
PREFETCH_T1,42,400,518,442,434
PREFETCH_T1,43,404,500,444,438
PREFETCH_T1,44,404,500,446,444
PREFETCH_T1,45,404,504,450,460
PREFETCH_T1,46,408,506,452,460
PREFETCH_T1,47,406,504,452,461
PREFETCH_T1,48,410,504,452,459
PREFETCH_T1,49,408,516,455,458
PREFETCH_T1,50,400,506,456,463
PREFETCH_T1,51,412,506,456,460
PREFETCH_T1,52,416,512,457,460
PREFETCH_T1,53,414,512,460,469
PREFETCH_T1,54,422,512,462,464
PREFETCH_T1,55,416,10614,513,470
PREFETCH_T1,56,422,548,462,458
PREFETCH_T1,57,424,534,465,462
PREFETCH_T1,58,420,534,470,474
PREFETCH_T1,59,418,542,474,481
PREFETCH_T1,60,428,562,477,484
