mode,batch_size,min,max,avg,median
PREFETCH_T2,10,58,210,70,64
PREFETCH_T2,11,58,106,68,66
PREFETCH_T2,12,60,110,72,70
PREFETCH_T2,13,62,116,73,70
PREFETCH_T2,14,64,114,76,72
PREFETCH_T2,15,66,134,78,75
PREFETCH_T2,16,70,128,82,78
PREFETCH_T2,17,122,502,441,446
PREFETCH_T2,18,392,520,456,468
PREFETCH_T2,19,396,526,456,463
PREFETCH_T2,20,396,508,453,456
PREFETCH_T2,21,396,512,452,448
PREFETCH_T2,22,408,560,461,465
PREFETCH_T2,23,408,552,457,445
PREFETCH_T2,24,406,564,463,459
PREFETCH_T2,25,410,556,473,481
PREFETCH_T2,26,410,548,459,452
PREFETCH_T2,27,414,556,469,479
PREFETCH_T2,28,412,556,467,474
PREFETCH_T2,29,410,532,467,469
PREFETCH_T2,30,418,556,468,459
PREFETCH_T2,31,412,538,474,482
PREFETCH_T2,32,422,574,481,485
PREFETCH_T2,33,410,568,470,462
PREFETCH_T2,34,428,594,477,475
PREFETCH_T2,35,418,574,483,487
PREFETCH_T2,36,416,570,476,465
PREFETCH_T2,37,418,572,481,486
PREFETCH_T2,38,420,584,481,486
PREFETCH_T2,39,418,562,485,488
PREFETCH_T2,40,426,570,486,487
PREFETCH_T2,41,426,612,487,481
PREFETCH_T2,42,426,572,489,494
PREFETCH_T2,43,428,584,489,494
PREFETCH_T2,44,438,586,494,496
PREFETCH_T2,45,436,586,494,492
PREFETCH_T2,46,442,558,497,504
PREFETCH_T2,47,434,592,497,506
PREFETCH_T2,48,442,608,499,497
PREFETCH_T2,49,438,590,501,508
PREFETCH_T2,50,434,592,495,486
PREFETCH_T2,51,444,636,503,504
PREFETCH_T2,52,440,590,501,496
PREFETCH_T2,53,456,588,510,518
PREFETCH_T2,54,442,616,511,514
PREFETCH_T2,55,450,600,519,527
PREFETCH_T2,56,450,610,523,531
PREFETCH_T2,57,446,622,525,528
PREFETCH_T2,58,454,630,533,534
PREFETCH_T2,59,468,626,541,548
PREFETCH_T2,60,456,718,545,550
